element,id,geometry,description,heritage,historic,image,inscription,material,memorial,name,wikidata,height,start_date,amenity,wheelchair,architect:wikidata,covered,drinking_water,indoor,lit,tourism,heritage:operator,ref:lfd,wikimedia_commons,description:de,note,subject:wikidata,subject:wikipedia,artist_name,wikipedia,year_of_construction,artwork_type,colour,loc_name,min_height,seamark:landmark:category,seamark:landmark:conspicuity,seamark:type,created_by,ele,operator,public_transport,railway,railway:ref,railway:station_category,usage,access,entrance,area,memorial:conflict,website,format,format:top,lfd:criteria,milestone_type,network,panoramax,name:etymology:wikidata,source,name:etymology:wikipedia,board_type,information,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,check_date,check_date:opening_hours,opening_hours,phone,shop,alt_name,flood_date,flood_mark,support,name:de,stone_type,man_made,obelisk:material,obelisk:size,name:en,name:ru,note:de,name:fr,direction,disused,lining,hiking,natural,cemetery,historic:civilization,comment,classification,name:prefix,ref,related:wikipedia,short_name,survey_point:structure,abandoned:military,ruins,boundary,marker,level,length,building,bunker_type,location,military,leisure,place,fixme:wikipedia,toilets:wheelchair,moved,road,year,old_ref,aircraft:type,manufacturer,url,archaeological_site,fortification_type,pump,memorial:type,fixme,artist,backrest,inscription:de,inscription:en,seats,tomb,end_date,highway,name:signed,memorial:addr,person:date_of_birth,person:date_of_death,memorial:text,abandoned:amenity,labor_camp,prison_camp,exhibit,addr:suburb,buried:wikidata,buried:wikimedia_commons,buried:wikipedia,abandoned:man_made,grave,date,brewery,contact:facebook,cuisine,indoor_seating,microbrewery,outdoor_seating,wheelchair:description,beds,email,internet_access,internet_access:fee,rooms,subject:wikimedia_commons,model:wikidata,old_name,ship:type,survey_point:purpose,commemorates:wikidata,commemorates,name:wikipedia,memorial:date,memorial:event,religion,construction_year,direction_east,direction_west,named_after,artist:wikidata,railway_car,leaf_cycle,leaf_type,epigraph,material:de,object:city,object:country,object:housenumber,object:postcode,object:street,width,vehicle_part,electrified,gauge,railway:etcs,railway:preferred_direction,railway:preserved,railway:pzb,railway:track_ref,railway:traffic_mode,building:colour,building:levels,building:levels:underground,fee,roof:colour,roof:height,roof:shape,source:height,fax,building:name,contact:pinterest,contact:twitter,museum,castle_type,max_level,min_level,name:ar,name:es,roof:levels,architect,building:architecture,building:material,contact:youtube,denomination,diocese,emergency,name:be,name:he,name:nl,name:pl,name:uk,name:zh,opening_hours:url,roof:material,bridge,bridge:structure,layer,sac_scale,surface,est_height,roof:orientation,carriage,check_date:tracktype,motor_vehicle,smoothness,tracktype,building:use,disused:denomination,disused:religion,monument:genesis,tower:type,admin_level,government,office,cycleway:both,cycleway:both:lane,foot,hgv:conditional,lanes,lanes:backward,maxspeed,maxweight:hgv,parking:both,razed:railway,sidewalk,source:maxspeed,wheelchair:description:de,charge,disused:man_made,disused:amenity,payment:cash,payment:credit_cards,payment:debit_cards,xmas:day_date,xmas:feature,xmas:name,xmas:opening_hours,castle_type:de,abandoned:power,abandoned:substation,object:suburb,old_operator,water,name:ko,abandoned,functional,windmill:disused,windmill:vanes,3dr:type,building:part,kiln,operator:wikidata,power,substation,barrier,statue,railway:gnt,service,drinking_water:legal,light:method,intermittent,tunnel,waterway,ruins:tourism,cellar:use,storage,ruins:building,abandoned:railway,contact:email,contact:instagram,contact:website,handle,mechanical_driver,pump:style,deanery,parish,ruins:artificial,disused:highway,aeroway,building:min_level,outdoor,historic:period,was:highway,type,contact:phone,stars,operator:type,townhall:type,building:architecture:typology,bicycle,horse
node,10171535280,POINT (13.7707702 51.0412),,,memorial,https://commons.wikimedia.org/wiki/File:Stolperstein_Comeniusstra%C3%9Fe_46_-_01.jpg,Hier wohnte | Hans Friedrich | Lewy | Jg. 1896 | Flucht 1935 Frankreich | interniert Drancy | deportiert 1942 | Auschwitz | ermordet 30.11.1942,,stolperstein,Hans Friedrich Lewy,,,2021-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://stolpersteine-dresden.de/details/?stein_id=339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10171535281,POINT (13.7725143 51.0437884),,,memorial,"https://de.wikipedia.org/wiki/Datei:Stolperstein_f%C3%BCr_Moritz_St%C3%BChler,_Wallotstra%C3%9Fe_35,_Dresden.JPG",Hier wohnte | Moritz Stühler | Jg. 1897 | gedemütigt / entrechtet | tot 1. Dez 1944,,stolperstein,Moritz Stühler,,,2022-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://stolpersteine-dresden.de/details/?stein_id=354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10171587653,POINT (13.7490032 51.0464994),,,memorial,"https://de.wikipedia.org/wiki/Datei:Stolperstein_f%C3%BCr_Annelies_Irma_Michaelis,_Pirnaische_Stra%C3%9Fe_9,_Dresden.JPG",Hier wohnte | Annelies Irma | Michaelis | Jg. 1924 | interniert 1942 | Hellerberge | deportiert 1943 | Auschwitz | ermordet 15.3.1943,,stolperstein,Annelies Irma Michaelis,,,2022-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://stolpersteine-dresden.de/details/?stein_id=375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10171587654,POINT (13.749006 51.0464982),,,memorial,"https://de.wikipedia.org/wiki/Datei:Stolperstein_f%C3%BCr_Bertha_Michaelis,_Pirnaische_Stra%C3%9Fe_9,_Dresden.JPG",Hier wohnte | Bertha Michaelis | geb. Adler | Jg. 1892 | deportiert 1943 | ermordet in Auschwitz,,stolperstein,Bertha Michaelis,,,2022-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://stolpersteine-dresden.de/details/?stein_id=355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10171587655,POINT (13.7489998 51.0465006),,,memorial,"https://de.wikipedia.org/wiki/Datei:Stolperstein_f%C3%BCr_Alfred_Michaelis,_Pirnaische_Stra%C3%9Fe_9,_Dresden.JPG",Hier wohnte | Alfred Michaelis | Jg. 1887 | verhaftet Jan. 1942 | Buchenwald | Sachsenhausen | ermordet 30.6.1942,,stolperstein,Alfred Michaelis,,,2022-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://stolpersteine-dresden.de/details/?stein_id=356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10171742719,POINT (13.7680421 51.0307158),,,memorial,"https://de.wikipedia.org/wiki/Datei:Stolperstein_f%C3%BCr_Sophie_Klemperer,_Tiergartenstra%C3%9Fe_66,_Dresden.JPG",Hier wohnte | Sophie Klemperer | Edle v. Klemenau | geb. Reichenheim | Jg. 1887 | Flucht 1938 | Südrhodesien,,stolperstein,Sophie Klemperer Edle von Klemenau,,,2022-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://stolpersteine-dresden.de/details/?stein_id=347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10171742720,POINT (13.7680451 51.0307149),,,memorial,"https://de.wikipedia.org/wiki/Datei:Stolperstein_f%C3%BCr_Victor_Klemperer,_Tiergartenstra%C3%9Fe_66,_Dresden.JPG",Hier wohnte | Dr. Victor | Klemperer | Edler v. Klemenau | Jg. 1876 | Flucht 1938 | Südrhodesien,,stolperstein,Victor Klemperer Edler von Klemenau,,,2022-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://stolpersteine-dresden.de/details/?stein_id=345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10171742721,POINT (13.7594352 51.032351),,,memorial,"https://commons.wikimedia.org/wiki/File:Stolperstein_f%C3%BCr_Lili_Klemperer,_Wiener_Str%C3%9Fe_86,_Dresden.JPG",Hier wohnte | Lili Klemperer | Edle v. Klemenau | geb. Huldschinsky | Jg. 1893 | Flucht 1937 | Südafrika,,stolperstein,Lili Klemperer Edle von Klemenau,,,2022-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://stolpersteine-dresden.de/details/?stein_id=362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10171742722,POINT (13.7594393 51.0323495),,,memorial,"https://commons.wikimedia.org/wiki/File:Stolperstein_f%C3%BCr_Ralph_Leopold_Klemperer,_Wiener_Str%C3%9Fe_86,_Dresden.JPG",Hier wohnte | Dr. Ralph Leopold | Klemperer | Edler v. Klemenau | Jg 1884 | Flucht 1937 | Südafrika,,stolperstein,Ralph Leopold Klemperer Edler von Klemenau,,,2022-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://stolpersteine-dresden.de/details/?stein_id=352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10171742723,POINT (13.7627522 51.0314215),,,memorial,"https://commons.wikimedia.org/wiki/File:Stolperstein_f%C3%BCr_Wolfgang_Hirschel,_Wiener_Stra%C3%9Fe_85a,_Dresden.JPG",Hier wohnte | Wolfgang Hirschel | Jg. 1935 | deportiert 1943 | Theresienstadt | 1944 Auschwitz | ermordet,,stolperstein,Wolfgang Hirschel,,,2022-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://stolpersteine-dresden.de/details/?stein_id=342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10171742724,POINT (13.7627513 51.0314219),,,memorial,"https://commons.wikimedia.org/wiki/File:Stolperstein_f%C3%BCr_Alfred_Hirschel,_Wiener_Stra%C3%9Fe_85a,_Dresden.JPG",Hier wohnte | Alfred Hirschel | Jg. 1931 | deportiert 1943 | Theresienstadt | 1944 Auschwitz | ermordet,,stolperstein,Alfred Hirschel,,,2022-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://stolpersteine-dresden.de/details/?stein_id=377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10171742725,POINT (13.7627528 51.031422),,,memorial,"https://commons.wikimedia.org/wiki/File:Stolperstein_f%C3%BCr_Elsa_Hirschel,_Wiener_Stra%C3%9Fe_85a,_Dresden.JPG",Hier wohnte | Elsa Hirschel | Jg. 1898 | deportiert 1943 | Theresienstadt | 1944 Auschwitz | ermordet,,stolperstein,Elsa Hirschel,,,2022-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://stolpersteine-dresden.de/details/?stein_id=365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10171742726,POINT (13.7627517 51.0314224),,,memorial,"https://commons.wikimedia.org/wiki/File:Stolperstein_f%C3%BCr_Kurt_Heinrich_Hirschel,_Wiener_Stra%C3%9Fe_85a,_Dresden.JPG",Hier wohnte | Kurt Heinrich | Hirschel | Jg. 1892 | deportiert 1943 | Theresienstadt | 1944 Auschwitz | ermordet,,stolperstein,Kurt Heinrich Hirschel,,,2022-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://stolpersteine-dresden.de/details/?stein_id=363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10171742727,POINT (13.7627522 51.0314229),,,memorial,"https://commons.wikimedia.org/wiki/File:Stolperstein_f%C3%BCr_Julius_Wahle_,_Wiener_Stra%C3%9Fe_85a,_Dresden.JPG",Hier wohnte | Julius Wahle | Jg. 1861 | gedemütigt / entrechtet | tot 7. Nov. 1940,,stolperstein,Julius Wahle,,,2022-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://stolpersteine-dresden.de/details/?stein_id=364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10171742728,POINT (13.7581943 51.0301777),,,memorial,"https://commons.wikimedia.org/wiki/File:Stolperstein_f%C3%BCr_Robert_Eger,_Wasastra%C3%9Fe_7,_Dresden.JPG",Hier wohnte | Robert Eger | Jg. 1893 | 'Schutzhaft' 1938 | Buchenwald | verhaftet 15.10.1942 | Polizeigefängnis | deportiert 1942 | Auschwitz | ermordet 1.1.1943,,stolperstein,Robert Eger,,,2022-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://stolpersteine-dresden.de/details/?stein_id=350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10171742729,POINT (13.7581951 51.0301789),,,memorial,"https://commons.wikimedia.org/wiki/File:Stolperstein_f%C3%BCr_Charlotte_Eger,_Wasastra%C3%9Fe_7,_Dresden.JPG",Hier wohnte | Charlotte Eger | geb. Höhle | Jg. 1904 | verhaftet 10.10.1942 | Gefängnis Dresden | entlassen 4.11.1942 | Flucht | Australien,,stolperstein,Charlotte Eger,,,2022-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://stolpersteine-dresden.de/details/?stein_id=373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10171742730,POINT (13.7581964 51.0301772),,,memorial,"https://commons.wikimedia.org/wiki/File:Stolperstein_f%C3%BCr_Rosa_Eger,_Wasastra%C3%9Fe_7,_Dresden.JPG",Hier wohnte | Rosa Eger | geb. Eichmann | Jg. 1868 | deportiert 1942 | Theresienstadt | ermordet 31.12.1942,,stolperstein,Rosa Eger,,,2022-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://stolpersteine-dresden.de/details/?stein_id=348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10171825775,POINT (13.7457797 51.0332702),,,memorial,https://commons.wikimedia.org/wiki/File:Stolpersteine_Semperstra%C3%9Fe_3b_-_05.jpg,Hier wohnte | Mary Gertrud | Cronheim | Jg. 1870 | deportiert 1942 | Theresienstadt | 1944 Auschwitz | ermordet,,stolperstein,Mary Gertrud Cronheim,,,2021-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://stolpersteine-dresden.de/details/?stein_id=327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10171825776,POINT (13.7457804 51.0332712),,,memorial,https://commons.wikimedia.org/wiki/File:Stolpersteine_Semperstra%C3%9Fe_3b_-_04.jpg,Hier wohnte | Elisabeth | Cronheim | Jg. 1860 | gedemütigt / entrechtet | tot 1938,,stolperstein,Elisabeth Cronheim,,,2021-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://stolpersteine-dresden.de/details/?stein_id=328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10171825777,POINT (13.7508063 51.0372216),,,memorial,https://commons.wikimedia.org/wiki/File:Stolpersteine_Tiergartenstra%C3%9Fe_8_(02).jpg,Hier wohnte | Helene Martha | Zucker | geb. Glückmann | Jg. 1879 | deportiert 1942 | Riga | ermordet 5.2.1942,,stolperstein,Helene Martha Zucker,,,2021-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://stolpersteine-dresden.de/details/?stein_id=340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10171878178,POINT (13.7167273 51.0342207),,,memorial,"https://de.wikipedia.org/wiki/Datei:Stolperstein_f%C3%BCr_Cecilie_Lotte_Wieselmann,_Bayreuther_Stra%C3%9Fe_14,_Dresden.JPG",Hier wohnte | Cecilie Lotte | Wieselmann | geb. Kandel | Jg. 1901 | Flucht 1938 | Tschechoslowakei | deportiert 1942 | Theresienstadt | 1942 Auschwitz | ermordet,,stolperstein,Cecilie Lotte Wieselmann,Q126937132,,2022-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://stolpersteine-dresden.de/details/?stein_id=374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10171878179,POINT (13.7167227 51.0342222),,,memorial,"https://de.wikipedia.org/wiki/Datei:Stolperstein_f%C3%BCr_Heinz_Wieselmann,_Bayreuther_Stra%C3%9Fe_14,_Dresden.JPG",Hier wohnte | Heinz Wieselmann | Jg. 1929 | Flucht 1938 | Tschechoslowakei | deportiert 1942 | Theresienstadt | 1942 Auschwitz | ermordet,,stolperstein,Heinz Wieselmann,Q126953355,,2022-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://stolpersteine-dresden.de/details/?stein_id=368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
